date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:11:20	118684/118684	---M--	200	added ('OK')	text/html	etag:%221cf9c-63586fb673a00%22	https://supernao.zorn.it/media/vendor/fontawesome-free/webfonts/fa-brands-400.woff2?v=cbcf42	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/media/vendor/fontawesome-free/webfonts/fa-brands-400fc73.html	(from https://supernao.zorn.it/media/system/css/joomla-fontawesome.min.css?ver=4.4.9)
21:11:21	426112/426112	---M--	200	added ('OK')	application/font-sfnt	etag:%2268080-63586fb673a00%22	https://supernao.zorn.it/media/vendor/fontawesome-free/webfonts/fa-solid-900.ttf?v=269f97	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/media/vendor/fontawesome-free/webfonts/fa-solid-90024c4.ttf	(from https://supernao.zorn.it/media/system/css/joomla-fontawesome.min.css?ver=4.4.9)
21:11:21	210792/210792	---M--	200	added ('OK')	application/font-sfnt	etag:%2233768-63586fb673a00%22	https://supernao.zorn.it/media/vendor/fontawesome-free/webfonts/fa-brands-400.ttf?v=15d54d	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/media/vendor/fontawesome-free/webfonts/fa-brands-400cfc8.ttf	(from https://supernao.zorn.it/media/system/css/joomla-fontawesome.min.css?ver=4.4.9)
21:11:21	6752/6752	---M--	200	added ('OK')	text/html	etag:%221a60-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlow-e9307c20.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlow-e9307c20.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:22	13316/13316	---M--	200	added ('OK')	text/html	etag:%223404-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlow-a8c16fde.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlow-a8c16fde.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:23	21144/21144	---M--	200	added ('OK')	text/html	etag:%225298-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlow-43c82566.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlow-43c82566.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:24	6928/6928	---M--	200	added ('OK')	text/html	etag:%221b10-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlowcondensed-0f8b9a3e.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlowcondensed-0f8b9a3e.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:25	13692/13692	---M--	200	added ('OK')	text/html	etag:%22357c-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlowcondensed-0c8da141.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlowcondensed-0c8da141.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:26	21440/21440	---M--	200	added ('OK')	text/html	etag:%2253c0-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlowcondensed-15707e43.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlowcondensed-15707e43.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:27	7812/7812	---M--	200	added ('OK')	text/html	etag:%221e84-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlowsemicondensed-a6fef061.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlowsemicondensed-a6fef061.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:28	14384/14384	---M--	200	added ('OK')	text/html	etag:%223830-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlowsemicondensed-aae61d9d.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlowsemicondensed-aae61d9d.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
